#,Clube,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
584,Napoli,Stanislav Lobotka,,,,,,6.9,6.9,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
585,Paris Saint-Germain,Colin Dagba,,,,,,6.9,6.9,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
586,Juventus,Wojciech Szczęsny,,,,,,6.9,6.9,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
587,Inter,Samir Handanović,,,,,,6.88,6.88,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
588,Manchester City,Sergio Agüero,,,,,,6.87,6.87,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
589,Paris Saint-Germain,Sergio Rico,,,,,,6.87,6.87,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
590,Valencia,Jasper Cillessen,,,,,,6.87,6.87,Defesa,0.0,1.0,5.0,0.0,,,,,,,,,,
591,Chelsea,Michy Batshuayi,,,,,,6.8,6.8,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
592,RB Leipzig,Yvon Mvogo,,,,,,6.8,6.8,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
593,Manchester City,David Silva,,,,,,6.8,6.8,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
594,Bayer 04 Leverkusen,Lukáš Hrádecký,,,,,,6.8,6.8,Defesa,0.0,1.0,1.0,1.0,,,,,,,,,,
595,Barcelona,Ousmane Dembélé,,,,,,6.78,6.78,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
596,Manchester City,Ederson,,,,,,6.76,6.76,Defesa,0.0,0.0,4.0,1.0,,,,,,,,,,
597,Real Madrid,Gareth Bale,,,,,,6.73,6.73,Defesa,0.0,4.0,1.0,0.0,,,,,,,,,,
598,GNK Dinamo Zagreb,Dominik Livaković,,,,,,6.73,6.73,Defesa,0.0,0.0,5.0,0.0,,,,,,,,,,
599,Olympiacos FC,José Sá,,,,,,6.72,6.72,Defesa,0.0,1.0,4.0,0.0,,,,,,,,,,
600,Atalanta,Roger Ibañez,,,,,,6.7,6.7,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
601,Lokomotiv Moscow,Solomon Kvirkvelia,,,,,,6.7,6.7,Defesa,0.0,2.0,9.0,0.0,,,,,,,,,,
602,Lokomotiv Moscow,Anton Kochenkov,,,,,,6.7,6.7,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
603,Real Madrid,Alphonse Aréola,,,,,,6.7,6.7,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
604,Napoli,Sebastiano Luperto,,,,,,6.7,6.7,Defesa,0.0,3.0,6.0,0.0,,,,,,,,,,
605,Zenit St. Petersburg,Róbert Mak,,,,,,6.7,6.7,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
606,Red Bull Salzburg,Carlos Coronel,,,,,,6.7,6.7,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
607,Paris Saint-Germain,Julian Draxler,,,,,,6.66,6.66,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
608,Olympique Lyonnais,Anthony Lopes,,,,,,6.66,6.66,Defesa,0.0,0.0,5.0,1.0,,,,,,,,,,
609,SK Slavia Praha,Milan Škoda,,,,,,6.65,6.65,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
610,Atalanta,Marco Sportiello,,,,,,6.65,6.65,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
611,Atalanta,Pierluigi Gollini,,,,,,6.64,6.64,Defesa,0.0,0.0,7.0,0.0,,,,,,,,,,
612,Lille,Mike Maignan,,,,,,6.63,6.63,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
613,Atlético Madrid,Diego Costa,,,,,,6.63,6.63,Defesa,0.0,0.0,8.0,0.0,,,,,,,,,,
614,Real Madrid,Lucas Vázquez,,,,,,6.63,6.63,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
615,Lille,Loïc Rémy,,,,,,6.6,6.6,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
616,Lille,Léo Jardim,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
617,Tottenham Hotspur,Victor Wanyama,,,,,,6.6,6.6,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
618,Valencia,Thierry Correia,,,,,,6.6,6.6,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
619,Barcelona,Monchu,,,,,,6.6,6.6,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
620,Club Brugge KV,Dion Cools,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
621,KRC Genk,Neto Borges,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
622,Lokomotiv Moscow,Stanislav Magkeev,,,,,,6.6,6.6,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
623,Bayer 04 Leverkusen,Paulinho,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
624,AFC Ajax,Perr Schuurs,,,,,,6.6,6.6,Defesa,0.0,2.0,1.0,0.0,,,,,,,,,,
625,Inter,Sebastiano Esposito,,,,,,6.6,6.6,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
626,Napoli,Eljif Elmas,,,,,,6.58,6.58,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
627,GNK Dinamo Zagreb,Marko Đira,,,,,,6.57,6.57,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
628,AFC Ajax,Klaas-Jan Huntelaar,,,,,,6.57,6.57,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
629,KRC Genk,Gaëtan Coucke,,,,,,6.56,6.56,Defesa,0.0,0.0,7.0,1.0,,,,,,,,,,
630,Valencia,Jaume Doménech,,,,,,6.55,6.55,Defesa,0.0,1.0,4.0,0.0,,,,,,,,,,
631,Atalanta,Duván Zapata,,,,,,6.54,6.54,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
632,Shakhtar Donetsk,Andriy Pyatov,,,,,,6.52,6.52,Defesa,0.0,0.0,1.0,1.0,,,,,,,,,,
633,GNK Dinamo Zagreb,Damian Kądzior,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
634,Real Madrid,Marco Asensio,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
635,Liverpool,Xherdan Shaqiri,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
636,Borussia Dortmund,Leonardo Balerdi,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
637,Napoli,Gianluca Gaetano,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
638,GNK Dinamo Zagreb,Izet Hajrović,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
639,Atalanta,Adrien Tameze,,,,,,6.5,6.5,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
640,Lokomotiv Moscow,Alexander Kolomeitsev,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
641,Napoli,Matteo Politano,,,,,,6.5,6.5,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
642,Zenit St. Petersburg,Aleksandr Erokhin,,,,,,6.48,6.48,Defesa,0.0,1.0,3.0,0.0,,,,,,,,,,
643,Olympiacos FC,Maximiliano Lovera,,,,,,6.47,6.47,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
644,Club Brugge KV,Simon Mignolet,,,,,,6.47,6.47,Defesa,0.0,0.0,8.0,1.0,,,,,,,,,,
645,Galatasaray,Selçuk İnan,,,,,,6.45,6.45,Defesa,0.0,2.0,2.0,0.0,,,,,,,,,,
646,Olympique Lyonnais,Amine Gouiri,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
647,GNK Dinamo Zagreb,Lovro Majer,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
648,Napoli,Amin Younes,,,,,,6.4,6.4,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
649,Juventus,Marco Olivieri,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
650,Lokomotiv Moscow,Daniil Kulikov,,,,,,6.4,6.4,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
651,Borussia Dortmund,Mahmoud Dahoud,,,,,,6.4,6.4,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
652,Benfica,Caio,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
653,Lille,Adama Soumaoro,,,,,,6.3,6.3,Defesa,0.0,4.0,3.0,0.0,,,,,,,,,,
654,Manchester City,Claudio Bravo,,,,,,6.3,6.3,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
655,Borussia Dortmund,Jacob Bruun Larsen,,,,,,6.3,6.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
656,Chelsea,Ross Barkley,,,,,,6.3,6.3,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
657,FK Crvena zvezda,Tomané,,,,,,6.27,6.27,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
658,Napoli,David Ospina,,,,,,6.25,6.25,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
659,SK Slavia Praha,Lukáš Provod,,,,,,6.25,6.25,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
660,Shakhtar Donetsk,Dentinho,,,,,,6.25,6.25,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
661,Real Madrid,Brahim Díaz,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
662,RB Leipzig,Ademola Lookman,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
663,Valencia,Alessandro Florenzi,,,,,,6.2,6.2,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
664,Tottenham Hotspur,Japhet Tanganga,,,,,,6.2,6.2,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
665,GNK Dinamo Zagreb,Iyayi Believe Atiemwen,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
666,Benfica,David Tavares,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
667,Galatasaray,Şener Özbayraklı,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
668,Borussia Dortmund,Nico Schulz,,,,,,6.2,6.2,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
669,Tottenham Hotspur,Hugo Lloris,,,,,,6.18,6.18,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
670,Lille,Thiago Maia,,,,,,6.1,6.1,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
671,Atalanta,Jacopo Da Riva,,,,,,6.1,6.1,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
672,Liverpool,Adrián,,,,,,6.03,6.03,Defesa,0.0,0.0,0.0,1.0,,,,,,,,,,
673,SK Slavia Praha,Jaroslav Zelený,,,,,,6.03,6.03,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
674,Benfica,Jota,,,,,,6.0,6.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
675,Chelsea,Willy Caballero,,,,,,5.75,5.75,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
676,KRC Genk,Maarten Vandevoordt,,,,,,4.3,4.3,Defesa,0.0,1.0,0.0,1.0,,,,,,,,,,
677,FC Bayern München,Joshua Zirkzee,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
678,Red Bull Salzburg,Sekou Koita,,,,,,0.0,0.0,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
679,Atalanta,Musa Barrow,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
680,Shakhtar Donetsk,Danylo Sikan,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
681,Galatasaray,Erencan Yardımcı,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
682,Borussia Dortmund,Marcel Schmelzer,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
683,GNK Dinamo Zagreb,Mario Šitum,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
684,Red Bull Salzburg,Albert Vallci,,,,,,0.0,0.0,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
685,Juventus,Simone Muratore,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
1,Paris Saint-Germain,Ángel Di María,,,,,,7.73,7.73,Passe,,,,,11.0,6.0,254.0,82.2,20.0,,,,,
2,Barcelona,Lionel Messi,,,,,,8.01,8.01,Passe,,,,,7.0,3.0,307.0,81.87,17.0,,,,,
3,Paris Saint-Germain,Kylian Mbappé,,,,,,7.23,7.23,Passe,,,,,7.0,5.0,208.0,85.25,13.0,,,,,
4,FC Bayern München,Robert Lewandowski,,,,,,8.35,8.35,Passe,,,,,6.0,5.0,195.0,78.63,21.0,,,,,
5,Manchester City,Phil Foden,,,,,,7.42,7.42,Passe,,,,,6.0,2.0,135.0,88.24,7.0,,,,,
6,Atalanta,Papu Gómez,,,,,,7.37,7.37,Passe,,,,,6.0,2.0,294.0,85.47,18.0,,,,,
7,Valencia,Ferran Torres,,,,,,7.28,7.28,Passe,,,,,6.0,2.0,137.0,80.59,10.0,,,,,
8,Manchester City,Kevin De Bruyne,,,,,,7.81,7.81,Passe,,,,,5.0,2.0,226.0,77.13,28.0,,,,,
9,Manchester City,Riyad Mahrez,,,,,,7.46,7.46,Passe,,,,,5.0,4.0,280.0,88.05,14.0,,,,,
10,FC Bayern München,Ivan Perišić,,,,,,7.17,7.17,Passe,,,,,5.0,3.0,133.0,80.12,13.0,,,,,
11,Tottenham Hotspur,Christian Eriksen,,,,,,7.16,7.16,Passe,,,,,5.0,1.0,137.0,77.84,11.0,,,,,
12,FC Bayern München,Thomas Müller,,,,,,7.14,7.14,Passe,,,,,5.0,2.0,243.0,80.46,25.0,,,,,
13,Olympique Lyonnais,Houssem Aouar,,,,,,7.06,7.06,Passe,,,,,5.0,4.0,242.0,80.4,11.0,,,,,
14,Paris Saint-Germain,Neymar,,,,,,7.71,7.71,Passe,,,,,4.0,4.0,243.0,74.54,18.0,,,,,
15,Red Bull Salzburg,Hee-Chan Hwang,,,,,,7.7,7.7,Passe,,,,,4.0,3.0,126.0,75.45,14.0,,,,,
16,Real Madrid,Rodrygo,,,,,,7.68,7.68,Passe,,,,,4.0,3.0,111.0,86.72,7.0,,,,,
17,FC Bayern München,Thiago Alcântara,,,,,,7.6,7.6,Passe,,,,,4.0,2.0,757.0,90.99,15.0,,,,,
18,Manchester City,Gabriel Jesus,,,,,,7.56,7.56,Passe,,,,,4.0,3.0,167.0,86.53,16.0,,,,,
19,FC Bayern München,Joshua Kimmich,,,,,,7.55,7.55,Passe,,,,,4.0,4.0,656.0,88.05,28.0,,,,,
20,Real Madrid,Karim Benzema,,,,,,7.54,7.54,Passe,,,,,4.0,2.0,253.0,87.24,17.0,,,,,
21,Manchester City,Raheem Sterling,,,,,,7.52,7.52,Passe,,,,,4.0,3.0,172.0,80.0,16.0,,,,,
22,AFC Ajax,Hakim Ziyech,,,,,,7.5,7.5,Passe,,,,,4.0,4.0,219.0,76.04,15.0,,,,,
23,Real Madrid,Marcelo,,,,,,7.5,7.5,Passe,,,,,4.0,3.0,139.0,86.34,8.0,,,,,
24,FC Bayern München,Alphonso Davies,,,,,,7.35,7.35,Passe,,,,,4.0,3.0,403.0,89.16,9.0,,,,,
25,Valencia,Dani Parejo,,,,,,7.3,7.3,Passe,,,,,4.0,3.0,488.0,87.77,18.0,,,,,
26,Red Bull Salzburg,Zlatko Junuzović,,,,,,7.12,7.12,Passe,,,,,4.0,3.0,224.0,75.42,11.0,,,,,
27,SK Slavia Praha,Nicolae Stanciu,,,,,,7.08,7.08,Passe,,,,,4.0,0.0,204.0,78.46,10.0,,,,,
28,Liverpool,Takumi Minamino,,,,,,6.9,6.9,Passe,,,,,4.0,3.0,157.0,77.34,12.0,,,,,
29,Tottenham Hotspur,Harry Kane,,,,,,7.96,7.96,Passe,,,,,3.0,0.0,74.0,75.51,5.0,,,,,
30,Borussia Dortmund,Achraf Hakimi,,,,,,7.55,7.55,Passe,,,,,3.0,0.0,383.0,84.92,10.0,,,,,
31,Atalanta,Josip Iličić,,,,,,7.54,7.54,Passe,,,,,3.0,0.0,192.0,84.21,11.0,,,,,
32,RB Leipzig,Emil Forsberg,,,,,,7.4,7.4,Passe,,,,,3.0,1.0,229.0,83.58,13.0,,,,,
33,Juventus,Paulo Dybala,,,,,,7.38,7.38,Passe,,,,,3.0,2.0,172.0,86.43,9.0,,,,,
34,Liverpool,Trent Alexander-Arnold,,,,,,7.33,7.33,Passe,,,,,3.0,1.0,461.0,79.35,17.0,,,,,
35,Manchester City,İlkay Gündoğan,,,,,,7.32,7.32,Passe,,,,,3.0,1.0,660.0,93.62,13.0,,,,,
36,Borussia Dortmund,Jadon Sancho,,,,,,7.31,7.31,Passe,,,,,3.0,2.0,339.0,85.18,15.0,,,,,
37,Liverpool,Roberto Firmino,,,,,,7.27,7.27,Passe,,,,,3.0,3.0,229.0,78.69,14.0,,,,,
38,Borussia Dortmund,Julian Brandt,,,,,,7.21,7.21,Passe,,,,,3.0,3.0,223.0,78.52,12.0,,,,,
39,Paris Saint-Germain,Marco Verratti,,,,,,7.18,7.18,Passe,,,,,3.0,0.0,559.0,92.86,11.0,,,,,
40,Benfica,Alejandro Grimaldo,,,,,,7.17,7.17,Passe,,,,,3.0,0.0,248.0,79.23,14.0,,,,,
41,Valencia,José Luis Gayà,,,,,,7.17,7.17,Passe,,,,,3.0,0.0,157.0,75.48,7.0,,,,,
42,Napoli,José Callejón,,,,,,7.16,7.16,Passe,,,,,3.0,1.0,205.0,85.42,19.0,,,,,
43,RB Leipzig,Marcel Sabitzer,,,,,,7.16,7.16,Passe,,,,,3.0,3.0,439.0,83.14,11.0,,,,,
44,Valencia,Rodrigo,,,,,,7.15,7.15,Passe,,,,,3.0,2.0,167.0,79.52,9.0,,,,,
45,Paris Saint-Germain,Juan Bernat,,,,,,7.15,7.15,Passe,,,,,3.0,2.0,405.0,89.6,10.0,,,,,
46,Zenit St. Petersburg,Artem Dzyuba,,,,,,7.15,7.15,Passe,,,,,3.0,1.0,156.0,70.59,13.0,,,,,
47,Inter,Stefano Sensi,,,,,,7.13,7.13,Passe,,,,,3.0,0.0,94.0,80.34,7.0,,,,,
48,Lille,Benjamin André,,,,,,7.1,7.1,Passe,,,,,3.0,2.0,150.0,81.08,9.0,,,,,
49,Valencia,Kévin Gameiro,,,,,,6.98,6.98,Passe,,,,,3.0,1.0,67.0,77.01,7.0,,,,,
50,Inter,Romelu Lukaku,,,,,,6.98,6.98,Passe,,,,,3.0,2.0,46.0,56.79,8.0,,,,,
51,Paris Saint-Germain,Pablo Sarabia,,,,,,6.96,6.96,Passe,,,,,3.0,2.0,119.0,81.51,8.0,,,,,
52,Lille,Jonathan Bamba,,,,,,6.9,6.9,Passe,,,,,3.0,2.0,89.0,80.91,10.0,,,,,
53,GNK Dinamo Zagreb,Kévin Théophile-Catherine,,,,,,6.82,6.82,Passe,,,,,3.0,2.0,92.0,62.59,4.0,,,,,
54,Bayer 04 Leverkusen,Karim Bellarabi,,,,,,6.78,6.78,Passe,,,,,3.0,1.0,148.0,75.9,10.0,,,,,
55,Real Madrid,Toni Kroos,,,,,,7.97,7.97,Passe,,,,,2.0,1.0,469.0,93.8,24.0,,,,,
56,FC Bayern München,Serge Gnabry,,,,,,7.74,7.74,Passe,,,,,2.0,2.0,309.0,85.12,12.0,,,,,
57,Benfica,Pizzi,,,,,,7.53,7.53,Passe,,,,,2.0,2.0,227.0,81.65,11.0,,,,,
58,Tottenham Hotspur,Heung-min Son,,,,,,7.45,7.45,Passe,,,,,2.0,1.0,104.0,81.89,5.0,,,,,
59,Juventus,Alex Sandro,,,,,,7.45,7.45,Passe,,,,,2.0,1.0,390.0,87.64,9.0,,,,,
60,Chelsea,Willian,,,,,,7.41,7.41,Passe,,,,,2.0,1.0,184.0,78.3,19.0,,,,,
61,Liverpool,Naby Keïta,,,,,,7.33,7.33,Passe,,,,,2.0,0.0,212.0,91.38,4.0,,,,,
62,AFC Ajax,Donny van de Beek,,,,,,7.32,7.32,Passe,,,,,2.0,1.0,123.0,78.85,8.0,,,,,
63,Napoli,Lorenzo Insigne,,,,,,7.3,7.3,Passe,,,,,2.0,1.0,128.0,83.66,9.0,,,,,
64,Chelsea,Christian Pulišić,,,,,,7.28,7.28,Passe,,,,,2.0,1.0,72.0,75.79,8.0,,,,,
65,Liverpool,Sadio Mané,,,,,,7.25,7.25,Passe,,,,,2.0,1.0,240.0,81.08,15.0,,,,,
66,Liverpool,Mohamed Salah,,,,,,7.24,7.24,Passe,,,,,2.0,2.0,223.0,76.9,14.0,,,,,
67,Atlético Madrid,Kieran Trippier,,,,,,7.22,7.22,Passe,,,,,2.0,1.0,239.0,76.11,12.0,,,,,
68,Liverpool,Dejan Lovren,,,,,,7.2,7.2,Passe,,,,,2.0,0.0,200.0,92.17,3.0,,,,,
69,Tottenham Hotspur,Tanguy Ndombélé,,,,,,7.2,7.2,Passe,,,,,2.0,2.0,204.0,87.55,8.0,,,,,
70,Benfica,Adel Taarabt,,,,,,7.18,7.18,Passe,,,,,2.0,1.0,206.0,86.55,4.0,,,,,
71,Inter,Lautaro Martínez,,,,,,7.17,7.17,Passe,,,,,2.0,0.0,58.0,66.67,7.0,,,,,
72,FC Bayern München,Leon Goretzka,,,,,,7.17,7.17,Passe,,,,,2.0,1.0,252.0,88.11,3.0,,,,,
73,Juventus,Miralem Pjanić,,,,,,7.16,7.16,Passe,,,,,2.0,0.0,521.0,89.67,8.0,,,,,
74,RB Leipzig,Timo Werner,,,,,,7.14,7.14,Passe,,,,,2.0,2.0,192.0,78.69,11.0,,,,,
75,Shakhtar Donetsk,Taison,,,,,,7.12,7.12,Passe,,,,,2.0,0.0,268.0,89.33,8.0,,,,,
76,Atlético Madrid,Renan Lodi,,,,,,7.11,7.11,Passe,,,,,2.0,1.0,230.0,76.41,12.0,,,,,
77,Zenit St. Petersburg,Magomed Ozdoev,,,,,,7.1,7.1,Passe,,,,,2.0,2.0,184.0,76.99,6.0,,,,,
78,Chelsea,Mateo Kovačić,,,,,,7.09,7.09,Passe,,,,,2.0,0.0,352.0,90.72,12.0,,,,,
79,Inter,Antonio Candreva,,,,,,7.08,7.08,Passe,,,,,2.0,1.0,93.0,67.88,6.0,,,,,
80,KRC Genk,Bryan Heynen,,,,,,7.07,7.07,Passe,,,,,2.0,1.0,55.0,67.9,4.0,,,,,
81,Juventus,Gonzalo Higuaín,,,,,,7.05,7.05,Passe,,,,,2.0,2.0,111.0,81.62,4.0,,,,,
82,Real Madrid,Vinícius Júnior,,,,,,7.02,7.02,Passe,,,,,2.0,1.0,68.0,83.95,5.0,,,,,
83,RB Leipzig,Nordi Mukiele,,,,,,6.96,6.96,Passe,,,,,2.0,0.0,367.0,82.1,9.0,,,,,
84,Manchester City,Benjamin Mendy,,,,,,6.95,6.95,Passe,,,,,2.0,1.0,372.0,89.64,5.0,,,,,
85,Paris Saint-Germain,Ander Herrera,,,,,,6.92,6.92,Passe,,,,,2.0,0.0,167.0,87.89,3.0,,,,,
86,Napoli,Fabián Ruiz,,,,,,6.86,6.86,Passe,,,,,2.0,0.0,433.0,85.74,6.0,,,,,
87,Lille,Victor Osimhen,,,,,,6.84,6.84,Passe,,,,,2.0,0.0,60.0,75.95,7.0,,,,,
88,Napoli,Giovanni Di Lorenzo,,,,,,6.81,6.81,Passe,,,,,2.0,2.0,345.0,83.54,5.0,,,,,
89,Shakhtar Donetsk,Alan Patrick,,,,,,6.8,6.8,Passe,,,,,2.0,2.0,247.0,86.06,8.0,,,,,
90,Galatasaray,Ömer Bayram,,,,,,6.78,6.78,Passe,,,,,2.0,1.0,67.0,80.72,4.0,,,,,
91,Atalanta,Hans Hateboer,,,,,,6.78,6.78,Passe,,,,,2.0,1.0,168.0,81.16,5.0,,,,,
92,Olympique Lyonnais,Léo Dubois,,,,,,6.71,6.71,Passe,,,,,2.0,2.0,287.0,75.73,8.0,,,,,
93,Barcelona,Jordi Alba,,,,,,6.7,6.7,Passe,,,,,2.0,1.0,177.0,85.1,7.0,,,,,
94,Borussia Dortmund,Thorgan Hazard,,,,,,6.7,6.7,Passe,,,,,2.0,0.0,171.0,79.91,11.0,,,,,
95,Tottenham Hotspur,Dele Alli,,,,,,6.69,6.69,Passe,,,,,2.0,1.0,189.0,81.47,7.0,,,,,
96,GNK Dinamo Zagreb,Arijan Ademi,,,,,,6.63,6.63,Passe,,,,,2.0,1.0,146.0,85.88,5.0,,,,,
97,Lille,Jonathan Ikoné,,,,,,6.6,6.6,Passe,,,,,2.0,0.0,59.0,80.82,9.0,,,,,
98,Lokomotiv Moscow,Rifat Zhemaletdinov,,,,,,6.32,6.32,Passe,,,,,2.0,0.0,69.0,69.0,5.0,,,,,
99,Atlético Madrid,Thomas Partey,,,,,,7.61,7.61,Passe,,,,,1.0,1.0,418.0,84.79,13.0,,,,,
100,Barcelona,Luis Suárez,,,,,,7.6,7.6,Passe,,,,,1.0,2.0,131.0,73.18,11.0,,,,,
101,AFC Ajax,Nicolás Tagliafico,,,,,,7.5,7.5,Passe,,,,,1.0,1.0,206.0,79.84,6.0,,,,,
102,Borussia Dortmund,Erling Haaland,,,,,,7.48,7.48,Passe,,,,,1.0,1.0,85.0,66.41,4.0,,,,,
103,Atlético Madrid,João Félix,,,,,,7.42,7.42,Passe,,,,,1.0,1.0,118.0,84.89,7.0,,,,,
104,Juventus,Cristiano Ronaldo,,,,,,7.33,7.33,Passe,,,,,1.0,0.0,233.0,82.62,5.0,,,,,
105,FC Bayern München,Philippe Coutinho,,,,,,7.32,7.32,Passe,,,,,1.0,3.0,248.0,82.39,15.0,,,,,
106,Inter,Matías Vecino,,,,,,7.3,7.3,Passe,,,,,1.0,0.0,48.0,55.17,3.0,,,,,
107,Barcelona,Carles Aleñá,,,,,,7.3,7.3,Passe,,,,,1.0,0.0,80.0,85.11,4.0,,,,,
108,Chelsea,Fikayo Tomori,,,,,,7.25,7.25,Passe,,,,,1.0,1.0,222.0,86.05,2.0,,,,,
109,Tottenham Hotspur,Giovani Lo Celso,,,,,,7.24,7.24,Passe,,,,,1.0,0.0,182.0,83.87,7.0,,,,,
110,Barcelona,Arthur,,,,,,7.23,7.23,Passe,,,,,1.0,1.0,239.0,89.85,2.0,,,,,
111,Zenit St. Petersburg,Yaroslav Rakitskyi,,,,,,7.22,7.22,Passe,,,,,1.0,0.0,149.0,76.02,1.0,,,,,
112,Napoli,Kalidou Koulibaly,,,,,,7.2,7.2,Passe,,,,,1.0,0.0,352.0,84.21,1.0,,,,,
113,FC Bayern München,Corentin Tolisso,,,,,,7.18,7.18,Passe,,,,,1.0,3.0,236.0,89.39,9.0,,,,,
