#,Clube,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
597,Basel,Tomáš Vaclík,,,,,,6.81,6.81,Defesa,0.0,0.0,6.0,0.0,,,,,,,,,,
598,Liverpool,Daniel Sturridge,,,,,,6.8,6.8,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
599,Manchester United,Zlatan Ibrahimović,,,,,,6.8,6.8,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
600,Manchester City,Benjamin Mendy,,,,,,6.8,6.8,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
601,Shakhtar Donetsk,Serhiy Kryvtsov,,,,,,6.8,6.8,Defesa,0.0,2.0,1.0,0.0,,,,,,,,,,
602,Napoli,Nikola Maksimović,,,,,,6.8,6.8,Defesa,0.0,2.0,4.0,0.0,,,,,,,,,,
603,APOEL Nicosia,Georgios Efrem,,,,,,6.8,6.8,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
604,Benfica,Bruno Varela,,,,,,6.8,6.8,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
605,NK Maribor,Jasmin Handanović,,,,,,6.78,6.78,Defesa,0.0,0.0,7.0,1.0,,,,,,,,,,
606,NK Maribor,Jasmin Mešanović,,,,,,6.78,6.78,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
607,Atlético Madrid,Kévin Gameiro,,,,,,6.77,6.77,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
608,Juventus,Stephan Lichtsteiner,,,,,,6.75,6.75,Defesa,0.0,1.0,6.0,0.0,,,,,,,,,,
609,Beşiktaş,Álvaro Negredo,,,,,,6.73,6.73,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
610,Borussia Dortmund,Roman Bürki,,,,,,6.73,6.73,Defesa,0.0,0.0,5.0,1.0,,,,,,,,,,
611,Sporting,Rui Patrício,,,,,,6.72,6.72,Defesa,0.0,2.0,6.0,0.0,,,,,,,,,,
612,FC Porto,Tiquinho Soares,,,,,,6.7,6.7,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
613,Real Madrid,Marcos Llorente,,,,,,6.7,6.7,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
614,Borussia Dortmund,Neven Subotić,,,,,,6.7,6.7,Defesa,0.0,0.0,9.0,0.0,,,,,,,,,,
615,Chelsea,Thibaut Courtois,,,,,,6.68,6.68,Defesa,0.0,2.0,1.0,0.0,,,,,,,,,,
616,RSC Anderlecht,Frank Boeckx,,,,,,6.67,6.67,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
617,Napoli,Pepe Reina,,,,,,6.67,6.67,Defesa,0.0,0.0,5.0,1.0,,,,,,,,,,
618,Juventus,Gianluigi Buffon,,,,,,6.64,6.64,Defesa,0.0,0.0,5.0,1.0,,,,,,,,,,
619,Benfica,Diogo Gonçalves,,,,,,6.63,6.63,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
620,Liverpool,Loris Karius,,,,,,6.62,6.62,Defesa,0.0,0.0,13.0,3.0,,,,,,,,,,
621,AS Monaco,Soualiho Meïté,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
622,AS Monaco,Gabriel Boschilia,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
623,APOEL Nicosia,Andreas Makris,,,,,,6.6,6.6,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
624,RB Leipzig,Dominik Kaiser,,,,,,6.6,6.6,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
625,Manchester City,Tosin Adarabioyo,,,,,,6.6,6.6,Defesa,0.0,2.0,3.0,0.0,,,,,,,,,,
626,Basel,Valentin Stocker,,,,,,6.6,6.6,Defesa,0.0,3.0,0.0,0.0,,,,,,,,,,
627,Benfica,Mile Svilar,,,,,,6.6,6.6,Defesa,0.0,0.0,6.0,1.0,,,,,,,,,,
628,Sevilla,Michael Krohn-Dehli,,,,,,6.6,6.6,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
629,Shakhtar Donetsk,Davit Khocholava,,,,,,6.6,6.6,Defesa,0.0,1.0,6.0,0.0,,,,,,,,,,
630,Sevilla,Sergio Rico,,,,,,6.59,6.59,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
631,Olympiacos FC,El Fardou Ben,,,,,,6.55,6.55,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
632,RB Leipzig,Jean-Kévin Augustin,,,,,,6.54,6.54,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
633,RB Leipzig,Péter Gulácsi,,,,,,6.53,6.53,Defesa,0.0,0.0,5.0,1.0,,,,,,,,,,
634,AS Monaco,Keita Baldé,,,,,,6.52,6.52,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
635,FC Spartak Moscow,Aleksandr Samedov,,,,,,6.5,6.5,Defesa,0.0,2.0,6.0,0.0,,,,,,,,,,
636,Manchester City,Claudio Bravo,,,,,,6.5,6.5,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
637,Liverpool,Marko Grujić,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
638,Tottenham Hotspur,Kyle Walker-Peters,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
639,Basel,Cédric Itten,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
640,Borussia Dortmund,Andre Schürrle,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
641,Feyenoord,Dylan Vente,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
642,Roma,Mirko Antonucci,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
643,Paris Saint-Germain,Lassana Diarra,,,,,,6.5,6.5,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
644,APOEL Nicosia,Raúl Gudiño,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
645,Feyenoord,Eric Botteghin,,,,,,6.5,6.5,Defesa,0.0,2.0,7.0,0.0,,,,,,,,,,
646,Tottenham Hotspur,Anthony Georgiou,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
647,RSC Anderlecht,Hamdi Harbaoui,,,,,,6.5,6.5,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
648,CSKA Moscow,Fedor Chalov,,,,,,6.5,6.5,Defesa,0.0,1.0,2.0,0.0,,,,,,,,,,
649,Basel,Alexander Fransson,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
650,Celtic,Craig Gordon,,,,,,6.5,6.5,Defesa,0.0,1.0,2.0,0.0,,,,,,,,,,
651,Celtic,Odsonne Édouard,,,,,,6.45,6.45,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
652,Olympiacos FC,Emmanuel Emenike,,,,,,6.45,6.45,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
653,RB Leipzig,Konrad Laimer,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
654,Sporting,Tobias Figueiredo,,,,,,6.4,6.4,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
655,Celtic,Kouassi Eboue,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
656,AS Monaco,Kévin N'Doram,,,,,,6.4,6.4,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
657,Atlético Madrid,Augusto Fernández,,,,,,6.4,6.4,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
658,FC Porto,Hernâni,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
659,Feyenoord,Jan-Arie van der Heijden,,,,,,6.4,6.4,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
660,APOEL Nicosia,Boy Waterman,,,,,,6.4,6.4,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
661,Olympiacos FC,Uroš Đurđević,,,,,,6.38,6.38,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
662,AS Monaco,Diego Benaglio,,,,,,6.33,6.33,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
663,Borussia Dortmund,Alexander Isak,,,,,,6.3,6.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
664,Chelsea,Olivier Giroud,,,,,,6.3,6.3,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
665,Real Madrid,Jesús Vallejo,,,,,,6.3,6.3,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
666,CSKA Moscow,Aaron Olanare,,,,,,6.3,6.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
667,Qarabağ,Agabala Ramazanov,,,,,,6.3,6.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
668,Sporting,João Palhinha,,,,,,6.3,6.3,Defesa,0.0,2.0,4.0,0.0,,,,,,,,,,
669,FC Porto,Otávio,,,,,,6.3,6.3,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
670,Qarabağ,Coşqun Diniyev,,,,,,6.25,6.25,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
671,Feyenoord,Brad Jones,,,,,,6.24,6.24,Defesa,0.0,1.0,6.0,0.0,,,,,,,,,,
672,AS Monaco,Danijel Subašić,,,,,,6.23,6.23,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
673,Paris Saint-Germain,Thomas Meunier,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
674,Benfica,Júlio César,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
675,Shakhtar Donetsk,Márcio Azevedo,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
676,RB Leipzig,Marvin Compper,,,,,,6.2,6.2,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
677,Qarabağ,Dani Quintana,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
678,FC Porto,José Sá,,,,,,6.2,6.2,Defesa,0.0,0.0,8.0,2.0,,,,,,,,,,
679,Shakhtar Donetsk,Viktor Kovalenko,,,,,,6.13,6.13,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
680,Olympiacos FC,Stefanos Kapino,,,,,,5.9,5.9,Defesa,0.0,0.0,0.0,1.0,,,,,,,,,,
681,Beşiktaş,Domagoj Vida,,,,,,3.4,3.4,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
682,Benfica,Rafa Silva,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
683,Tottenham Hotspur,Lucas Moura,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
684,Tottenham Hotspur,Victor Wanyama,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
685,Shakhtar Donetsk,Oleksandr Zubkov,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
686,FC Spartak Moscow,Pedro Rocha,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
687,Sporting,Mattheus,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
688,Sporting,Radosav Petrović,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
689,Borussia Dortmund,Roman Weidenfeller,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
690,Juventus,Fabrizio Caligara,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
691,Shakhtar Donetsk,Ivan Petriak,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
692,Tottenham Hotspur,Kazaiah Sterling,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
693,CSKA Moscow,Khetag Khosonov,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
1,Liverpool,Roberto Firmino,,,,,,7.77,7.77,Passe,,,,,9.0,7.0,305.0,74.57,23.0,,,,,
2,Liverpool,Mohamed Salah,,,,,,7.86,7.86,Passe,,,,,8.0,4.0,219.0,74.74,31.0,,,,,
3,Chelsea,Cesc Fàbregas,,,,,,7.46,7.46,Passe,,,,,7.0,1.0,425.0,82.36,27.0,,,,,
4,Paris Saint-Germain,Neymar,,,,,,8.73,8.73,Passe,,,,,6.0,3.0,304.0,77.95,24.0,,,,,
5,Paris Saint-Germain,Kylian Mbappé,,,,,,7.49,7.49,Passe,,,,,6.0,3.0,213.0,80.68,14.0,,,,,
6,Real Madrid,Cristiano Ronaldo,,,,,,8.11,8.11,Passe,,,,,5.0,3.0,315.0,81.4,16.0,,,,,
7,Chelsea,Eden Hazard,,,,,,7.79,7.79,Passe,,,,,5.0,3.0,204.0,77.57,25.0,,,,,
8,Tottenham Hotspur,Kieran Trippier,,,,,,7.67,7.67,Passe,,,,,5.0,3.0,141.0,81.03,7.0,,,,,
9,FC Bayern München,Joshua Kimmich,,,,,,7.59,7.59,Passe,,,,,5.0,3.0,532.0,91.57,27.0,,,,,
10,Real Madrid,Gareth Bale,,,,,,7.46,7.46,Passe,,,,,5.0,2.0,99.0,83.19,11.0,,,,,
11,Liverpool,Alberto Moreno,,,,,,7.34,7.34,Passe,,,,,5.0,3.0,375.0,88.24,10.0,,,,,
12,Real Madrid,Marcelo,,,,,,7.33,7.33,Passe,,,,,5.0,4.0,570.0,82.49,20.0,,,,,
13,FC Bayern München,James Rodríguez,,,,,,7.32,7.32,Passe,,,,,5.0,2.0,536.0,89.78,26.0,,,,,
14,Manchester City,Bernardo Silva,,,,,,7.21,7.21,Passe,,,,,5.0,2.0,287.0,85.67,17.0,,,,,
15,Liverpool,James Milner,,,,,,7.15,7.15,Passe,,,,,5.0,8.0,480.0,84.51,23.0,,,,,
16,FC Bayern München,Corentin Tolisso,,,,,,7.54,7.54,Passe,,,,,4.0,2.0,399.0,91.72,8.0,,,,,
17,Manchester City,Kevin De Bruyne,,,,,,7.53,7.53,Passe,,,,,4.0,4.0,476.0,82.78,13.0,,,,,
18,Napoli,Dries Mertens,,,,,,7.42,7.42,Passe,,,,,4.0,3.0,87.0,69.6,10.0,,,,,
19,Roma,Diego Perotti,,,,,,7.38,7.38,Passe,,,,,4.0,1.0,257.0,83.44,17.0,,,,,
20,Juventus,Paulo Dybala,,,,,,7.23,7.23,Passe,,,,,4.0,0.0,270.0,87.66,21.0,,,,,
21,Manchester United,Anthony Martial,,,,,,7.13,7.13,Passe,,,,,4.0,2.0,115.0,79.31,9.0,,,,,
22,Real Madrid,Lucas Vázquez,,,,,,7.12,7.12,Passe,,,,,4.0,2.0,266.0,86.93,14.0,,,,,
23,RSC Anderlecht,Sofiane Hanni,,,,,,7.08,7.08,Passe,,,,,4.0,0.0,135.0,79.88,10.0,,,,,
24,Real Madrid,Isco,,,,,,7.01,7.01,Passe,,,,,4.0,2.0,585.0,91.55,19.0,,,,,
25,Tottenham Hotspur,Harry Kane,,,,,,7.9,7.9,Passe,,,,,3.0,2.0,77.0,78.57,14.0,,,,,
26,Barcelona,Lionel Messi,,,,,,7.88,7.88,Passe,,,,,3.0,2.0,402.0,81.54,17.0,,,,,
27,Sevilla,Éver Banega,,,,,,7.8,7.8,Passe,,,,,3.0,2.0,816.0,87.55,34.0,,,,,
28,Sevilla,Wissam Ben Yedder,,,,,,7.48,7.48,Passe,,,,,3.0,0.0,149.0,78.84,12.0,,,,,
29,Real Madrid,Toni Kroos,,,,,,7.38,7.38,Passe,,,,,3.0,1.0,813.0,93.88,25.0,,,,,
30,Feyenoord,Steven Berghuis,,,,,,7.35,7.35,Passe,,,,,3.0,2.0,126.0,72.0,10.0,,,,,
31,Barcelona,Andrés Iniesta,,,,,,7.31,7.31,Passe,,,,,3.0,2.0,451.0,90.2,8.0,,,,,
32,Roma,Radja Nainggolan,,,,,,7.21,7.21,Passe,,,,,3.0,2.0,356.0,86.2,20.0,,,,,
33,Borussia Dortmund,Shinji Kagawa,,,,,,7.2,7.2,Passe,,,,,3.0,2.0,214.0,88.43,10.0,,,,,
34,FC Bayern München,Thomas Müller,,,,,,7.16,7.16,Passe,,,,,3.0,2.0,206.0,74.1,14.0,,,,,
35,RB Leipzig,Kevin Kampl,,,,,,7.08,7.08,Passe,,,,,3.0,1.0,233.0,84.42,9.0,,,,,
36,Benfica,Andrija Živković,,,,,,7.02,7.02,Passe,,,,,3.0,1.0,126.0,82.89,9.0,,,,,
37,Real Madrid,Luka Modrić,,,,,,7.01,7.01,Passe,,,,,3.0,1.0,622.0,89.88,9.0,,,,,
38,Shakhtar Donetsk,Marlos Romero,,,,,,7.0,7.0,Passe,,,,,3.0,2.0,232.0,84.67,16.0,,,,,
39,Beşiktaş,Ricardo Quaresma,,,,,,7.0,7.0,Passe,,,,,3.0,3.0,106.0,74.65,11.0,,,,,
40,Manchester United,Juan Mata,,,,,,6.9,6.9,Passe,,,,,3.0,1.0,212.0,88.33,9.0,,,,,
41,Liverpool,Sadio Mané,,,,,,7.77,7.77,Passe,,,,,2.0,1.0,260.0,77.15,9.0,,,,,
42,FC Bayern München,Thiago Alcântara,,,,,,7.57,7.57,Passe,,,,,2.0,0.0,515.0,91.31,12.0,,,,,
43,RB Leipzig,Naby Keïta,,,,,,7.56,7.56,Passe,,,,,2.0,0.0,217.0,80.97,8.0,,,,,
44,Tottenham Hotspur,Dele Alli,,,,,,7.46,7.46,Passe,,,,,2.0,4.0,155.0,80.73,12.0,,,,,
45,Atlético Madrid,Saúl Ñíguez,,,,,,7.45,7.45,Passe,,,,,2.0,0.0,256.0,82.85,8.0,,,,,
46,Roma,Edin Džeko,,,,,,7.42,7.42,Passe,,,,,2.0,2.0,176.0,71.26,18.0,,,,,
47,FC Porto,Vincent Aboubakar,,,,,,7.4,7.4,Passe,,,,,2.0,2.0,89.0,65.93,4.0,,,,,
48,Manchester United,Romelu Lukaku,,,,,,7.39,7.39,Passe,,,,,2.0,0.0,128.0,70.33,13.0,,,,,
49,Atlético Madrid,Antoine Griezmann,,,,,,7.38,7.38,Passe,,,,,2.0,2.0,190.0,84.07,6.0,,,,,
50,Shakhtar Donetsk,Fred,,,,,,7.36,7.36,Passe,,,,,2.0,1.0,390.0,85.9,9.0,,,,,
51,Juventus,Gonzalo Higuaín,,,,,,7.34,7.34,Passe,,,,,2.0,1.0,164.0,78.47,11.0,,,,,
52,Real Madrid,Casemiro,,,,,,7.33,7.33,Passe,,,,,2.0,0.0,506.0,91.17,7.0,,,,,
53,Real Madrid,Daniel Carvajal,,,,,,7.33,7.33,Passe,,,,,2.0,3.0,376.0,84.88,11.0,,,,,
54,Sporting,Bruno Fernandes,,,,,,7.32,7.32,Passe,,,,,2.0,1.0,220.0,79.42,10.0,,,,,
55,Paris Saint-Germain,Edinson Cavani,,,,,,7.29,7.29,Passe,,,,,2.0,1.0,115.0,79.86,5.0,,,,,
56,Manchester City,İlkay Gündoğan,,,,,,7.26,7.26,Passe,,,,,2.0,2.0,379.0,90.89,7.0,,,,,
57,Manchester City,Raheem Sterling,,,,,,7.25,7.25,Passe,,,,,2.0,1.0,166.0,80.58,9.0,,,,,
58,Borussia Dortmund,Andriy Yarmolenko,,,,,,7.24,7.24,Passe,,,,,2.0,1.0,123.0,81.46,8.0,,,,,
59,Manchester United,Ander Herrera,,,,,,7.17,7.17,Passe,,,,,2.0,0.0,329.0,91.64,3.0,,,,,
60,Juventus,Miralem Pjanić,,,,,,7.16,7.16,Passe,,,,,2.0,1.0,358.0,84.24,15.0,,,,,
61,Sevilla,Joaquín Correa,,,,,,7.15,7.15,Passe,,,,,2.0,3.0,231.0,82.8,11.0,,,,,
62,Barcelona,Ivan Rakitić,,,,,,7.15,7.15,Passe,,,,,2.0,0.0,679.0,91.02,8.0,,,,,
63,Sevilla,Sergio Escudero,,,,,,7.11,7.11,Passe,,,,,2.0,2.0,460.0,85.34,9.0,,,,,
64,Roma,Aleksandar Kolarov,,,,,,7.1,7.1,Passe,,,,,2.0,3.0,504.0,80.13,19.0,,,,,
65,Liverpool,Trent Alexander-Arnold,,,,,,7.06,7.06,Passe,,,,,2.0,1.0,368.0,76.83,6.0,,,,,
66,Roma,Stephan El Shaarawy,,,,,,7.06,7.06,Passe,,,,,2.0,1.0,138.0,85.71,9.0,,,,,
67,Chelsea,Pedro,,,,,,7.03,7.03,Passe,,,,,2.0,2.0,140.0,85.89,11.0,,,,,
68,Manchester United,Paul Pogba,,,,,,7.02,7.02,Passe,,,,,2.0,1.0,197.0,86.03,3.0,,,,,
69,FC Bayern München,Rafinha,,,,,,7.01,7.01,Passe,,,,,2.0,0.0,345.0,89.15,7.0,,,,,
70,Shakhtar Donetsk,Taison,,,,,,6.99,6.99,Passe,,,,,2.0,0.0,285.0,84.82,7.0,,,,,
71,Basel,Taulant Xhaka,,,,,,6.98,6.98,Passe,,,,,2.0,1.0,207.0,87.34,5.0,,,,,
72,Liverpool,Jordan Henderson,,,,,,6.98,6.98,Passe,,,,,2.0,0.0,488.0,82.71,8.0,,,,,
73,FC Bayern München,David Alaba,,,,,,6.97,6.97,Passe,,,,,2.0,2.0,265.0,85.48,13.0,,,,,
74,Sporting,Seydou Doumbia,,,,,,6.93,6.93,Passe,,,,,2.0,1.0,11.0,64.71,3.0,,,,,
75,Celtic,Kieran Tierney,,,,,,6.93,6.93,Passe,,,,,2.0,1.0,199.0,79.6,7.0,,,,,
76,Juventus,Mattia De Sciglio,,,,,,6.92,6.92,Passe,,,,,2.0,0.0,199.0,86.9,2.0,,,,,
77,Real Madrid,Borja Mayoral,,,,,,6.9,6.9,Passe,,,,,2.0,1.0,34.0,87.18,4.0,,,,,
78,FC Porto,Yacine Brahimi,,,,,,6.9,6.9,Passe,,,,,2.0,1.0,177.0,77.63,9.0,,,,,
79,Sevilla,Franco Vázquez,,,,,,6.9,6.9,Passe,,,,,2.0,1.0,217.0,81.58,11.0,,,,,
80,Liverpool,Andrew Robertson,,,,,,6.88,6.88,Passe,,,,,2.0,0.0,201.0,82.04,7.0,,,,,
81,RB Leipzig,Marcel Sabitzer,,,,,,6.84,6.84,Passe,,,,,2.0,2.0,126.0,71.59,12.0,,,,,
82,Borussia Dortmund,Mario Götze,,,,,,6.84,6.84,Passe,,,,,2.0,1.0,206.0,87.29,13.0,,,,,
83,Juventus,Sami Khedira,,,,,,6.84,6.84,Passe,,,,,2.0,3.0,261.0,86.71,8.0,,,,,
84,Liverpool,Daniel Sturridge,,,,,,6.8,6.8,Passe,,,,,2.0,2.0,20.0,83.33,3.0,,,,,
85,Real Madrid,Theo Hernández,,,,,,6.8,6.8,Passe,,,,,2.0,1.0,113.0,93.39,4.0,,,,,
86,Atlético Madrid,Kévin Gameiro,,,,,,6.77,6.77,Passe,,,,,2.0,0.0,26.0,78.79,4.0,,,,,
87,Tottenham Hotspur,Fernando Llorente,,,,,,6.76,6.76,Passe,,,,,2.0,1.0,45.0,68.18,7.0,,,,,
88,FC Bayern München,Franck Ribéry,,,,,,6.73,6.73,Passe,,,,,2.0,1.0,302.0,83.66,17.0,,,,,
89,Roma,Alessandro Florenzi,,,,,,6.72,6.72,Passe,,,,,2.0,0.0,246.0,74.32,8.0,,,,,
90,Celtic,James Forrest,,,,,,6.72,6.72,Passe,,,,,2.0,1.0,135.0,80.36,4.0,,,,,
91,FC Spartak Moscow,Andrey Eshchenko,,,,,,6.62,6.62,Passe,,,,,2.0,1.0,147.0,81.22,8.0,,,,,
92,FC Porto,Moussa Marega,,,,,,6.48,6.48,Passe,,,,,2.0,2.0,50.0,56.18,3.0,,,,,
93,Basel,Kevin Bua,,,,,,6.47,6.47,Passe,,,,,2.0,0.0,20.0,71.43,2.0,,,,,
94,Liverpool,Philippe Coutinho,,,,,,8.24,8.24,Passe,,,,,1.0,2.0,192.0,80.67,16.0,,,,,
95,Paris Saint-Germain,Marco Verratti,,,,,,7.58,7.58,Passe,,,,,1.0,2.0,669.0,91.64,9.0,,,,,
96,FC Bayern München,Kingsley Coman,,,,,,7.56,7.56,Passe,,,,,1.0,2.0,157.0,85.33,7.0,,,,,
97,Manchester United,Daley Blind,,,,,,7.5,7.5,Passe,,,,,1.0,1.0,304.0,84.92,11.0,,,,,
98,Napoli,Lorenzo Insigne,,,,,,7.46,7.46,Passe,,,,,1.0,0.0,227.0,82.55,2.0,,,,,
99,Barcelona,Thomas Vermaelen,,,,,,7.4,7.4,Passe,,,,,1.0,0.0,87.0,89.69,1.0,,,,,
100,Paris Saint-Germain,Layvin Kurzawa,,,,,,7.37,7.37,Passe,,,,,1.0,2.0,254.0,88.5,2.0,,,,,
101,Paris Saint-Germain,Dani Alves,,,,,,7.35,7.35,Passe,,,,,1.0,0.0,482.0,86.54,15.0,,,,,
102,Tottenham Hotspur,Christian Eriksen,,,,,,7.32,7.32,Passe,,,,,1.0,1.0,245.0,83.05,18.0,,,,,
103,Beşiktaş,Cenk Tosun,,,,,,7.28,7.28,Passe,,,,,1.0,2.0,87.0,71.31,5.0,,,,,
104,Manchester United,Ashley Young,,,,,,7.25,7.25,Passe,,,,,1.0,1.0,183.0,83.94,2.0,,,,,
105,Real Madrid,Karim Benzema,,,,,,7.24,7.24,Passe,,,,,1.0,1.0,202.0,83.13,12.0,,,,,
106,FC Porto,Danilo Pereira,,,,,,7.22,7.22,Passe,,,,,1.0,3.0,207.0,81.82,4.0,,,,,
107,Manchester United,Nemanja Matić,,,,,,7.21,7.21,Passe,,,,,1.0,0.0,444.0,89.16,3.0,,,,,
108,Real Madrid,Sergio Ramos,,,,,,7.21,7.21,Passe,,,,,1.0,0.0,663.0,92.34,1.0,,,,,
109,FC Spartak Moscow,Quincy Promes,,,,,,7.2,7.2,Passe,,,,,1.0,2.0,155.0,83.33,14.0,,,,,
110,Manchester United,Alexis Sánchez,,,,,,7.2,7.2,Passe,,,,,1.0,0.0,59.0,76.62,6.0,,,,,
111,Barcelona,Samuel Umtiti,,,,,,7.19,7.19,Passe,,,,,1.0,0.0,635.0,90.97,2.0,,,,,
112,Juventus,Giorgio Chiellini,,,,,,7.19,7.19,Passe,,,,,1.0,0.0,384.0,82.94,4.0,,,,,
113,Juventus,Juan Cuadrado,,,,,,7.18,7.18,Passe,,,,,1.0,1.0,182.0,83.49,8.0,,,,,
114,Tottenham Hotspur,Danny Rose,,,,,,7.17,7.17,Passe,,,,,1.0,0.0,66.0,76.74,3.0,,,,,
115,Atlético Madrid,Juanfran,,,,,,7.17,7.17,Passe,,,,,1.0,0.0,108.0,81.82,3.0,,,,,
116,Roma,Federico Fazio,,,,,,7.15,7.15,Passe,,,,,1.0,1.0,496.0,85.37,4.0,,,,,
117,Borussia Dortmund,Marc Bartra,,,,,,7.15,7.15,Passe,,,,,1.0,0.0,214.0,82.31,1.0,,,,,
118,Olympiacos FC,Panagiotis Tachtsidis,,,,,,7.13,7.13,Passe,,,,,1.0,0.0,99.0,84.62,1.0,,,,,
119,Sevilla,Clément Lenglet,,,,,,7.12,7.12,Passe,,,,,1.0,0.0,444.0,89.52,4.0,,,,,
120,Manchester United,Marcus Rashford,,,,,,7.11,7.11,Passe,,,,,1.0,1.0,92.0,75.41,5.0,,,,,
